"","ModuleColors","genes"
"430","turquoise","AMICA1"
"436","turquoise","AMPD2"
"437","turquoise","AMPD3"
"438","turquoise","AMPH"
"439","turquoise","AMT"
"440","turquoise","AMY2A"
"441","turquoise","AMZ1"
"445","turquoise","ANAPC13"
"446","turquoise","ANAPC15"
"448","turquoise","ANAPC2"
"450","turquoise","ANAPC7"
"451","turquoise","ANGEL1"
"453","turquoise","ANGPT2"
"461","turquoise","ANKAR"
"462","turquoise","ANKFY1"
"467","turquoise","ANKLE2"
"471","turquoise","ANKRD1"
"472","turquoise","ANKRD10"
"480","turquoise","ANKRD19P"
"485","turquoise","ANKRD29"
"489","turquoise","ANKRD33B"
"490","turquoise","ANKRD34A"
"491","turquoise","ANKRD34C"
"493","turquoise","ANKRD37"
"494","turquoise","ANKRD40"
"496","turquoise","ANKRD45"
"501","turquoise","ANKRD52"
"502","turquoise","ANKRD53"
"503","turquoise","ANKRD6"
"505","turquoise","ANKRD9"
"509","turquoise","ANKS6"
"510","turquoise","ANKZF1"
"512","turquoise","ANO3"
"517","turquoise","ANP32B"
"519","turquoise","ANPEP"
"522","turquoise","ANUBL1"
"523","turquoise","ANXA1"
"524","turquoise","ANXA10"
"526","turquoise","ANXA2"
"529","turquoise","ANXA4"
"530","turquoise","ANXA5"
"531","turquoise","ANXA6"
"534","turquoise","AOAH"
"537","turquoise","AP1B1"
"539","turquoise","AP1G2"
"540","turquoise","AP1M1"
"544","turquoise","AP2A2"
"545","turquoise","AP2M1"
"546","turquoise","AP2S1"
"547","turquoise","AP3B1"
"548","turquoise","AP3B2"
"550","turquoise","AP3M2"
"552","turquoise","AP3S2"
"553","turquoise","AP4B1"
"556","turquoise","AP4S1"
"557","turquoise","AP5S1"
"559","turquoise","APBA1"
"560","turquoise","APBA2"
"562","turquoise","APBB1"
"563","turquoise","APBB1IP"
"565","turquoise","APBB3"
"568","turquoise","APCDD1"
"572","turquoise","API5"
"573","turquoise","APLF"
"576","turquoise","APOA2"
"588","turquoise","APOC2"
"591","turquoise","APOF"
"594","turquoise","APOLD1"
"598","turquoise","APP"
"600","turquoise","APRT"
"606","turquoise","AQP3"
"609","turquoise","AQP8"
"610","turquoise","AQP9"
"613","turquoise","AR"
"615","turquoise","ARAP1"
"616","turquoise","ARAP2"
"617","turquoise","ARAP3"
"618","turquoise","ARCN1"
"619","turquoise","AREGB"
"620","turquoise","ARF1"
"624","turquoise","ARFGAP2"
"628","turquoise","ARFIP2"
"632","turquoise","ARHGAP10"
"633","turquoise","ARHGAP15"
"636","turquoise","ARHGAP21"
"637","turquoise","ARHGAP22"
"639","turquoise","ARHGAP24"
"641","turquoise","ARHGAP26"
"645","turquoise","ARHGAP31"
"646","turquoise","ARHGAP32"
"650","turquoise","ARHGAP39"
"653","turquoise","ARHGAP6"
"658","turquoise","ARHGEF10L"
"659","turquoise","ARHGEF11"
"661","turquoise","ARHGEF15"
"670","turquoise","ARHGEF9"
"677","turquoise","ARID5B"
"678","turquoise","ARIH1"
"679","turquoise","ARIH2"
"684","turquoise","ARL14"
"685","turquoise","ARL16"
"687","turquoise","ARL2BP"
"695","turquoise","ARL6IP4"
"703","turquoise","ARMC9"
"708","turquoise","ARNT"
"710","turquoise","ARNTL"
"711","turquoise","ARNTL2"
"715","turquoise","ARPC4"
"716","turquoise","ARPM1"
"719","turquoise","ARR3"
"720","turquoise","ARRB1"
"723","turquoise","ARRDC2"
"728","turquoise","ARSD"
"729","turquoise","ARSE"
"730","turquoise","ARSF"
"732","turquoise","ARSI"
"740","turquoise","AS3MT"
"742","turquoise","ASAH2"
"744","turquoise","ASAP3"
"745","turquoise","ASB1"
"749","turquoise","ASB2"
"750","turquoise","ASB3"
"752","turquoise","ASB5"
"753","turquoise","ASB6"
"755","turquoise","ASCC1"
"756","turquoise","ASCC2"
"759","turquoise","ASCL3"
"762","turquoise","ASH2L"
"763","turquoise","ASL"
"767","turquoise","ASNS"
"768","turquoise","ASPA"
"772","turquoise","ASRGL1"
"781","turquoise","ATAT1"
"782","turquoise","ATCAY"
"783","turquoise","ATE1"
"786","turquoise","ATF4"
"787","turquoise","ATF6"
"791","turquoise","ATF7IP2"
"794","turquoise","ATG13"
"798","turquoise","ATG2A"
"799","turquoise","ATG2B"
"801","turquoise","ATG4A"
"802","turquoise","ATG4B"
"805","turquoise","ATG7"
"806","turquoise","ATG9A"
"807","turquoise","ATG9B"
"809","turquoise","ATL1"
"813","turquoise","ATP10A"
"819","turquoise","ATP13A2"
"822","turquoise","ATP13A5"
"823","turquoise","ATP1A1"
"825","turquoise","ATP1A3"
"827","turquoise","ATP1B1"
"828","turquoise","ATP1B2"
"834","turquoise","ATP2B2"
"835","turquoise","ATP2B3"
"836","turquoise","ATP2B4"
"838","turquoise","ATP2C2"
"842","turquoise","ATP5B"
"843","turquoise","ATP5D"
"844","turquoise","ATP5E"
"847","turquoise","ATP5G2"
"850","turquoise","ATP5J"
"851","turquoise","ATP5L"
"852","turquoise","ATP5O"
"853","turquoise","ATP5SL"
"857","turquoise","ATP6V0B"
"861","turquoise","ATP6V1C2"
"862","turquoise","ATP6V1D"
"863","turquoise","ATP6V1E2"
"864","turquoise","ATP6V1F"
"866","turquoise","ATP6V1H"
"868","turquoise","ATP8A2"
"870","turquoise","ATP8B2"
"872","turquoise","ATP8B4"
"874","turquoise","ATP9B"
"875","turquoise","ATPAF2"
"876","turquoise","ATPBD4"
"877","turquoise","ATPIF1"
"878","turquoise","ATRNL1"
"880","turquoise","ATXN1L"
"885","turquoise","ATXN7L2"
"886","turquoise","AUH"
"888","turquoise","AURKAIP1"
"892","turquoise","AVEN"
"896","turquoise","AVPI1"
"900","turquoise","AWAT1"
"902","turquoise","AXIN1"
"906","turquoise","AZI1"
"913","turquoise","B3GAT1"
"917","turquoise","B3GNT4"
"920","turquoise","B3GNT7"
"922","turquoise","B4GALNT1"
"928","turquoise","B4GALT3"
"931","turquoise","B4GALT6"
"932","turquoise","B4GALT7"
"933","turquoise","B9D1"
"938","turquoise","BAG1"
"939","turquoise","BAG2"
"942","turquoise","BAG5"
"943","turquoise","BAHCC1"
"944","turquoise","BAHD1"
"946","turquoise","BAI2"
"950","turquoise","BAIAP2L2"
"952","turquoise","BAK1"
"954","turquoise","BANF1"
"955","turquoise","BANK1"
"957","turquoise","BAP1"
"961","turquoise","BATF"
"962","turquoise","BAX"
"969","turquoise","BBS12"
"973","turquoise","BBS9"
"977","turquoise","BCAP29"
"978","turquoise","BCAP31"
"979","turquoise","BCAS1"
"980","turquoise","BCAS3"
"983","turquoise","BCAT2"
"984","turquoise","BCCIP"
"986","turquoise","BCDIN3D-AS1"
"988","turquoise","BCKDHA"
"990","turquoise","BCL10"
"992","turquoise","BCL11B"
"998","turquoise","BCL2L13"
"1003","turquoise","BCL6"
"1006","turquoise","BCL7B"
"1014","turquoise","BCS1L"
"1015","turquoise","BDH2"
"1018","turquoise","BDNF-AS"
"1020","turquoise","BECN1"
"1027","turquoise","BEST3"
"1031","turquoise","BEX2"
"1034","turquoise","BFSP2"
"1035","turquoise","BGLAP"
"1040","turquoise","BHLHE40"
"1041","turquoise","BHMT"
"1042","turquoise","BHMT2"
"1045","turquoise","BICD2"
"1047","turquoise","BIK"
"1048","turquoise","BIN2"
"1049","turquoise","BIN3"
"1050","turquoise","BIRC2"
"1056","turquoise","BLCAP"
"1058","turquoise","BLMH"
"1059","turquoise","BLNK"
"1060","turquoise","BLOC1S1"
"1061","turquoise","BLOC1S2"
"1064","turquoise","BLVRB"
"1070","turquoise","BMP2"
"1076","turquoise","BMP8A"
"1077","turquoise","BMP8B"
"1084","turquoise","BNC2"
"1093","turquoise","BOLA1"
"1095","turquoise","BOLL"
"1097","turquoise","BPESC1"
"1100","turquoise","BPI"
"1102","turquoise","BPIFA2"
"1105","turquoise","BPIFB2"
"1108","turquoise","BPIL2"
"1111","turquoise","BRCA2"
"1113","turquoise","BRD1"
"1114","turquoise","BRD2"
"1116","turquoise","BRD7"
"1119","turquoise","BRE"
"1120","turquoise","BRE-AS1"
"1123","turquoise","BRI3"
"1126","turquoise","BROX"
"1129","turquoise","BRPF3"
"1130","turquoise","BRS3"
"1135","turquoise","BSG"
"1155","turquoise","BTG3"
"1157","turquoise","BTK"
"1160","turquoise","BTN2A2"
"1161","turquoise","BTN3A3"
"1164","turquoise","BTNL9"
"1165","turquoise","BTRC"
"1166","turquoise","BUB3"
"1168","turquoise","BVES"
"1169","turquoise","BYSL"
"1176","turquoise","C10H20orf195"
"1177","turquoise","C10H20orf196"
"1178","turquoise","C10H20orf202"
"1181","turquoise","C10H20orf3"
"1184","turquoise","C10H22orf13"
"1186","turquoise","C10H22orf28"
"1188","turquoise","C10H22orf40"
"1189","turquoise","C10orf114"
"1195","turquoise","C10orf67"
"1198","turquoise","C11H12orf26"
"1200","turquoise","C11H12orf35"
"1205","turquoise","C11H12orf52"
"1206","turquoise","C11H12orf53"
"1215","turquoise","C11H3orf37"
"1217","turquoise","C11orf17"
"1224","turquoise","C11orf59"
"1227","turquoise","C11orf92"
"1231","turquoise","C12orf40"
"1232","turquoise","C12orf59"
"1233","turquoise","C12orf66"
"1234","turquoise","C12orf77"
"1236","turquoise","C13H2orf28"
"1237","turquoise","C13H2orf40"
"1252","turquoise","C13orf44"
"1253","turquoise","C14H11orf20"
"1258","turquoise","C14H11orf49"
"1259","turquoise","C14H11orf54"
"1264","turquoise","C14H11orf71"
"1265","turquoise","C14H11orf73"
"1267","turquoise","C14H11orf75"
"1269","turquoise","C14H11orf9"
"1271","turquoise","C14orf153"
"1272","turquoise","C14orf162"
"1276","turquoise","C14orf43"
"1278","turquoise","C15H9orf100"
"1280","turquoise","C15H9orf117"
"1281","turquoise","C15H9orf135"
"1283","turquoise","C15H9orf156"
"1284","turquoise","C15H9orf3"
"1285","turquoise","C15H9orf41"
"1287","turquoise","C15H9orf71"
"1289","turquoise","C15H9orf84"
"1293","turquoise","C15orf17"
"1296","turquoise","C15orf38"
"1302","turquoise","C16H17orf105"
"1303","turquoise","C16H17orf108"
"1304","turquoise","C16H17orf109"
"1305","turquoise","C16H17orf39"
"1308","turquoise","C16H17orf49"
"1309","turquoise","C16H17orf50"
"1310","turquoise","C16H17orf58"
"1312","turquoise","C16H17orf61"
"1319","turquoise","C16orf3"
"1321","turquoise","C16orf53"
"1325","turquoise","C17orf51"
"1326","turquoise","C17orf65"
"1327","turquoise","C17orf67"
"1335","turquoise","C17orf89"
"1336","turquoise","C18H18orf1"
"1337","turquoise","C18H18orf22"
"1338","turquoise","C18H18orf25"
"1339","turquoise","C18H18orf34"
"1341","turquoise","C18orf1"
"1343","turquoise","C18orf15"
"1344","turquoise","C18orf42"
"1348","turquoise","C19H19orf25"
"1349","turquoise","C19H19orf43"
"1352","turquoise","C19H19orf54"
"1354","turquoise","C19H19orf75"
"1355","turquoise","C19H1orf109"
"1356","turquoise","C19orf22"
"1358","turquoise","C19orf42"
"1360","turquoise","C19orf44"
"1363","turquoise","C19orf56"
"1364","turquoise","C19orf6"
"1365","turquoise","C19orf61"
"1366","turquoise","C19orf66"
"1370","turquoise","C1H1orf100"
"1373","turquoise","C1H1orf116"
"1382","turquoise","C1H1orf51"
"1384","turquoise","C1H1orf64"
"1390","turquoise","C1orf180"
"1400","turquoise","C1QA"
"1402","turquoise","C1QL1"
"1403","turquoise","C1QL2"
"1405","turquoise","C1QTNF2"
"1409","turquoise","C1RL"
"1410","turquoise","C1S"
"1411","turquoise","C20H16orf13"
"1412","turquoise","C20H16orf45"
"1413","turquoise","C20H16orf46"
"1414","turquoise","C20H16orf48"
"1415","turquoise","C20H16orf5"
"1416","turquoise","C20H16orf53"
"1417","turquoise","C20H16orf54"
"1420","turquoise","C20H16orf70"
"1428","turquoise","C20H16orf93"
"1429","turquoise","C20orf103"
"1435","turquoise","C20orf197"
"1438","turquoise","C20orf43"
"1439","turquoise","C20orf46"
"1441","turquoise","C21orf119"
"1448","turquoise","C22orf26"
"1450","turquoise","C22orf39"
"1451","turquoise","C22orf42"
"1453","turquoise","C2CD2"
"1462","turquoise","C2H3orf26"
"1469","turquoise","C2H3orf78"
"1470","turquoise","C2H3orf80"
"1475","turquoise","C2orf55"
"1477","turquoise","C2orf61"
"1479","turquoise","C2orf69"
"1482","turquoise","C3H21orf33"
"1483","turquoise","C3H21orf59"
"1486","turquoise","C3H7orf23"
"1492","turquoise","C3H7orf50"
"1493","turquoise","C3H7orf55"
"1495","turquoise","C3H7orf72"
"1496","turquoise","C3orf1"
"1499","turquoise","C3orf31"
"1501","turquoise","C3orf43"
"1503","turquoise","C3orf52"
"1509","turquoise","C4H6orf106"
"1510","turquoise","C4H6orf108"
"1511","turquoise","C4H6orf130"
"1512","turquoise","C4H6orf136"
"1516","turquoise","C4H6orf203"
"1519","turquoise","C4H6orf47"
"1521","turquoise","C4H6orf57"
"1524","turquoise","C4H6orf64"
"1526","turquoise","C4orf19"
"1531","turquoise","C5"
"1532","turquoise","C5AR1"
"1534","turquoise","C5H4orf19"
"1537","turquoise","C5H4orf33"
"1539","turquoise","C5H4orf43"
"1552","turquoise","C6H5orf34"
"1556","turquoise","C6H5orf49"
"1563","turquoise","C6orf154"
"1565","turquoise","C6orf170"
"1568","turquoise","C6orf223"
"1570","turquoise","C6orf48"
"1574","turquoise","C7H14orf1"
"1576","turquoise","C7H14orf102"
"1577","turquoise","C7H14orf126"
"1579","turquoise","C7H14orf133"
"1580","turquoise","C7H14orf135"
"1581","turquoise","C7H14orf142"
"1582","turquoise","C7H14orf159"
"1584","turquoise","C7H14orf169"
"1589","turquoise","C7H15orf26"
"1590","turquoise","C7H15orf27"
"1593","turquoise","C7H15orf43"
"1594","turquoise","C7H15orf52"
"1596","turquoise","C7H15orf57"
"1597","turquoise","C7H15orf59"
"1598","turquoise","C7H15orf61"
"1604","turquoise","C7orf41"
"1606","turquoise","C7orf49"
"1613","turquoise","C8H8orf46"
"1623","turquoise","C8orf66"
"1624","turquoise","C9"
"1626","turquoise","C9H10orf107"
"1638","turquoise","C9H10orf68"
"1639","turquoise","C9H10orf82"
"1642","turquoise","C9orf100"
"1644","turquoise","C9orf152"
"1650","turquoise","C9orf57"
"1652","turquoise","C9orf66"
"1653","turquoise","CA10"
"1654","turquoise","CA11"
"1655","turquoise","CA12"
"1657","turquoise","CA14"
"1658","turquoise","CA4"
"1662","turquoise","CA8"
"1666","turquoise","CAB39L"
"1668","turquoise","CABLES1"
"1672","turquoise","CABP7"
"1675","turquoise","CACNA1C"
"1680","turquoise","CACNA1I"
"1682","turquoise","CACNA2D1"
"1684","turquoise","CACNA2D4"
"1686","turquoise","CACNB2"
"1689","turquoise","CACNG2"
"1690","turquoise","CACNG6"
"1695","turquoise","CADM2"
"1699","turquoise","CALCB"
"1700","turquoise","CALCOCO1"
"1701","turquoise","CALCOCO2"
"1703","turquoise","CALCRL"
"1705","turquoise","CALHM2"
"1706","turquoise","CALHM3"
"1707","turquoise","CALM1"
"1710","turquoise","CALN1"
"1712","turquoise","CALY"
"1713","turquoise","CAMK1"
"1715","turquoise","CAMK2D"
"1716","turquoise","CAMK2G"
"1717","turquoise","CAMK2N1"
"1718","turquoise","CAMK2N2"
"1722","turquoise","CAMKV"
"1726","turquoise","CAND1"
"1727","turquoise","CAND2"
"1728","turquoise","CANT1"
"1729","turquoise","CANX"
"1730","turquoise","CAP1"
"1732","turquoise","CAPN1"
"1734","turquoise","CAPN11"
"1735","turquoise","CAPN13"
"1736","turquoise","CAPN14"
"1739","turquoise","CAPN9"
"1747","turquoise","CARD6"
"1748","turquoise","CARD8"
"1749","turquoise","CARD9"
"1751","turquoise","CARKD"
"1752","turquoise","CARS2"
"1753","turquoise","CARTPT"
"1754","turquoise","CASC2"
"1755","turquoise","CASC3"
"1760","turquoise","CASP1"
"1761","turquoise","CASP10"
"1762","turquoise","CASP12"
"1768","turquoise","CASP7"
"1776","turquoise","CATSPER2"
"1777","turquoise","CATSPER4"
"1781","turquoise","CAV3"
"1782","turquoise","CBFA2T3"
"1788","turquoise","CBLN3"
"1791","turquoise","CBR3"
"1792","turquoise","CBR4"
"1793","turquoise","CBWD1"
"1799","turquoise","CBX6"
"1800","turquoise","CBX7"
"1802","turquoise","CC2D1A"
"1803","turquoise","CC2D1B"
"1804","turquoise","CC2D2A"
"1807","turquoise","CCBE1"
"1808","turquoise","CCBL1"
"1815","turquoise","CCDC106"
"1816","turquoise","CCDC107"
"1819","turquoise","CCDC11"
"1824","turquoise","CCDC120"
"1826","turquoise","CCDC127"
"1827","turquoise","CCDC129"
"1832","turquoise","CCDC138"
"1839","turquoise","CCDC148-AS1"
"1840","turquoise","CCDC149"
"1843","turquoise","CCDC151"
"1846","turquoise","CCDC160"
"1849","turquoise","CCDC17"
"1850","turquoise","CCDC172"
"1851","turquoise","CCDC22"
"1853","turquoise","CCDC24"
"1854","turquoise","CCDC25"
"1856","turquoise","CCDC28B"
"1857","turquoise","CCDC3"
"1860","turquoise","CCDC36"
"1866","turquoise","CCDC51"
"1873","turquoise","CCDC64B"
"1874","turquoise","CCDC65"
"1876","turquoise","CCDC67"
"1877","turquoise","CCDC68"
"1886","turquoise","CCDC83"
"1887","turquoise","CCDC85B"
"1888","turquoise","CCDC86"
"1893","turquoise","CCDC92"
"1895","turquoise","CCDC97"
"1897","turquoise","CCHCR1"
"1911","turquoise","CCL25"
"1913","turquoise","CCL27"
"1914","turquoise","CCL28"
"1915","turquoise","CCL3"
"1916","turquoise","CCL4L1"
"1920","turquoise","CCNA1"
"1923","turquoise","CCNB1IP1"
"1924","turquoise","CCNB3"
"1927","turquoise","CCND3"
"1929","turquoise","CCNF"
"1937","turquoise","CCNO"
"1940","turquoise","CCNY"
"1942","turquoise","CCPG1"
"1948","turquoise","CCR5"
"1951","turquoise","CCR8"
"1952","turquoise","CCRL1"
"1960","turquoise","CCT7"
"1963","turquoise","CD109"
"1964","turquoise","CD14"
"1966","turquoise","CD160"
"1969","turquoise","CD1B"
"1971","turquoise","CD1D"
"1974","turquoise","CD200R1"
"1975","turquoise","CD207"
"1976","turquoise","CD209"
"1977","turquoise","CD209L2"
"1980","turquoise","CD244"
"1986","turquoise","CD2BP2"
"1989","turquoise","CD300LG"
"1991","turquoise","CD36"
"1992","turquoise","CD37"
"1998","turquoise","CD47"
"1999","turquoise","CD48"
"2001","turquoise","CD53"
"2003","turquoise","CD59"
"2011","turquoise","CD80"
"2012","turquoise","CD81"
"2013","turquoise","CD82"
"2015","turquoise","CD84"
"2016","turquoise","CD86"
"2021","turquoise","CD99L2"
"2026","turquoise","CDC14B"
"2028","turquoise","CDC20"
"2033","turquoise","CDC26"
"2036","turquoise","CDC37"
"2039","turquoise","CDC42BPB"
"2044","turquoise","CDC42EP4"
"2046","turquoise","CDC5L"
"2047","turquoise","CDC6"
"2057","turquoise","CDH12"
"2061","turquoise","CDH17"
"2062","turquoise","CDH18"
"2065","turquoise","CDH22"
"2066","turquoise","CDH23"
"2067","turquoise","CDH26"
"2068","turquoise","CDH3"
"2070","turquoise","CDH6"
"2071","turquoise","CDH7"
"2072","turquoise","CDH8"
"2073","turquoise","CDH9"
"2074","turquoise","CDHR1"
"2075","turquoise","CDHR2"
"2076","turquoise","CDHR3"
"2080","turquoise","CDK10"
"2081","turquoise","CDK11B"
"2084","turquoise","CDK14"
"2085","turquoise","CDK15"
"2087","turquoise","CDK19"
"2093","turquoise","CDK5R2"
"2095","turquoise","CDK5RAP3"
"2097","turquoise","CDK7"
"2099","turquoise","CDK9"
"2100","turquoise","CDKAL1"
"2101","turquoise","CDKL1"
"2103","turquoise","CDKL3"
"2104","turquoise","CDKN1A"
"2108","turquoise","CDKN2B-AS1"
"2118","turquoise","CDSN"
"2123","turquoise","CEACAM19"
"2125","turquoise","CEACAM6"
"2126","turquoise","CEBPD"
"2130","turquoise","CECR2"
"2132","turquoise","CEL"
"2135","turquoise","CELF3"
"2137","turquoise","CELF5"
"2139","turquoise","CEND1"
"2141","turquoise","CENPC1"
"2142","turquoise","CENPE"
"2146","turquoise","CENPJ"
"2153","turquoise","CEP110"
"2158","turquoise","CEP152"
"2162","turquoise","CEP192"
"2163","turquoise","CEP250"
"2167","turquoise","CEP57L1"
"2170","turquoise","CEP72"
"2172","turquoise","CEP85"
"2176","turquoise","CEP97"
"2180","turquoise","CERS1"
"2182","turquoise","CES1"
"2184","turquoise","CES2"
"2188","turquoise","CETN2"
"2195","turquoise","CFLAR"
"2196","turquoise","CFTR"
"2201","turquoise","CGREF1"
"2211","turquoise","CHCHD3"
"2213","turquoise","CHCHD5"
"2214","turquoise","CHCHD6"
"2218","turquoise","CHD1L"
"2224","turquoise","CHERP"
"2225","turquoise","CHFR"
"2226","turquoise","CHGB"
"2227","turquoise","CHI3L1"
"2228","turquoise","CHI3L2"
"2229","turquoise","CHIC1"
"2230","turquoise","CHIC2"
"2231","turquoise","CHID1"
"2237","turquoise","CHMP2A"
"2242","turquoise","CHN1"
"2245","turquoise","CHORDC1"
"2246","turquoise","CHP1"
"2253","turquoise","CHRM4"
"2255","turquoise","CHRNA1"
"2269","turquoise","CHST1"
"2270","turquoise","CHST10"
"2271","turquoise","CHST11"
"2275","turquoise","CHST15"
"2279","turquoise","CHST6"
"2282","turquoise","CHST9"
"2286","turquoise","CHTOP"
"2292","turquoise","CIB3"
"2298","turquoise","CINP"
"2300","turquoise","CIRBP"
"2302","turquoise","CIRH1A"
"2304","turquoise","CISD3"
"2306","turquoise","CITED1"
"2309","turquoise","CIZ1"
"2310","turquoise","CKAP1"
"2312","turquoise","CKAP5"
"2316","turquoise","CKS1B"
"2318","turquoise","CLASP1"
"2320","turquoise","CLCA1"
"2321","turquoise","CLCA2"
"2322","turquoise","CLCA4"
"2327","turquoise","CLCN4"
"2330","turquoise","CLDN1"
"2331","turquoise","CLDN10"
"2338","turquoise","CLDN2"
"2339","turquoise","CLDN20"
"2348","turquoise","CLEC11A"
"2349","turquoise","CLEC12B"
"2350","turquoise","CLEC14A"
"2352","turquoise","CLEC18A"
"2364","turquoise","CLIC2"
"2370","turquoise","CLIP3"
"2371","turquoise","CLIP4"
"2373","turquoise","CLK3"
"2382","turquoise","CLP1"
"2385","turquoise","CLPTM1"
"2386","turquoise","CLPTM1L"
"2390","turquoise","CLRN3"
"2391","turquoise","CLSPN"
"2392","turquoise","CLSTN1"
"2393","turquoise","CLSTN3"
"2394","turquoise","CLTA"
"2401","turquoise","CMAH"
"2403","turquoise","CMAS"
"2404","turquoise","CMBL"
"2406","turquoise","CMC2"
"2408","turquoise","CMPK2"
"2409","turquoise","CMTM2"
"2411","turquoise","CMTM4"
"2413","turquoise","CMTM6"
"2414","turquoise","CMTM7"
"2415","turquoise","CMTM8"
"2416","turquoise","CMYA5"
"2418","turquoise","CNBP"
"2421","turquoise","CNGA1"
"2422","turquoise","CNGA3"
"2424","turquoise","CNGB3"
"2426","turquoise","CNKSR1"
"2427","turquoise","CNKSR2"
"2428","turquoise","CNKSR3"
"2430","turquoise","CNNM1"
"2434","turquoise","CNOT3"
"2440","turquoise","CNPY1"
"2443","turquoise","CNR2"
"2444","turquoise","CNRIP1"
"2446","turquoise","CNTF"
"2449","turquoise","CNTN1"
"2450","turquoise","CNTN3"
"2451","turquoise","CNTN4"
"2453","turquoise","CNTN6"
"2460","turquoise","COA1"
"2461","turquoise","COASY"
"2462","turquoise","COBL"
"2463","turquoise","COBLL1"
"2465","turquoise","COCH"
"2467","turquoise","COG2"
"2468","turquoise","COG3"
"2472","turquoise","COG7"
"2476","turquoise","COL12A1"
"2477","turquoise","COL14A1"
"2478","turquoise","COL15A1"
"2480","turquoise","COL18A1"
"2487","turquoise","COL24A1"
"2493","turquoise","COL4A4"
"2497","turquoise","COL5A3"
"2498","turquoise","COL6A1"
"2500","turquoise","COL6A3"
"2503","turquoise","COL8A2"
"2506","turquoise","COLEC10"
"2507","turquoise","COLEC12"
"2515","turquoise","COMMD9"
"2517","turquoise","COMT"
"2522","turquoise","COPS3"
"2525","turquoise","COPS7A"
"2526","turquoise","COPS7B"
"2531","turquoise","COQ4"
"2532","turquoise","COQ5"
"2533","turquoise","COQ6"
"2534","turquoise","COQ9"
"2535","turquoise","CORIN"
"2540","turquoise","CORO2B"
"2541","turquoise","CORO6"
"2542","turquoise","CORO7"
"2543","turquoise","COTL1"
"2544","turquoise","COX10"
"2546","turquoise","COX15"
"2547","turquoise","COX16"
"2548","turquoise","COX17"
"2551","turquoise","COX4I1"
"2554","turquoise","COX5A"
"2556","turquoise","COX6B1"
"2559","turquoise","COX7B"
"2560","turquoise","COX8A"
"2564","turquoise","CPA2"
"2566","turquoise","CPA4"
"2567","turquoise","CPA5"
"2569","turquoise","CPB1"
"2570","turquoise","CPB2"
"2575","turquoise","CPLX2"
"2576","turquoise","CPM"
"2577","turquoise","CPN1"
"2578","turquoise","CPN2"
"2584","turquoise","CPNE9"
"2590","turquoise","CPSF3L"
"2592","turquoise","CPT1A"
"2593","turquoise","CPT1B"
"2596","turquoise","CPXM2"
"2601","turquoise","CRAMP1L"
"2607","turquoise","CREB3"
"2615","turquoise","CRELD1"
"2616","turquoise","CREM"
"2617","turquoise","CRH"
"2618","turquoise","CRHR1"
"2624","turquoise","CRISP1"
"2625","turquoise","CRISP2"
"2629","turquoise","CRKL"
"2637","turquoise","CROCCP2"
"2640","turquoise","CRP"
"2644","turquoise","CRTC1"
"2645","turquoise","CRTC2"
"2648","turquoise","CRY2"
"2650","turquoise","CRYBA1"
"2654","turquoise","CRYGA"
"2659","turquoise","CRYGS"
"2660","turquoise","CRYL1"
"2661","turquoise","CRYM"
"2662","turquoise","CRYZL1"
"2668","turquoise","CSF1R"
"2669","turquoise","CSF2"
"2675","turquoise","CSH-2"
"2677","turquoise","CSMD2"
"2679","turquoise","CSN2"
"2680","turquoise","CSN3"
"2690","turquoise","CSNK2B"
"2693","turquoise","CSPP1"
"2698","turquoise","CSRP2BP"
"2700","turquoise","CST11"
"2705","turquoise","CST8"
"2708","turquoise","CSTB"
"2709","turquoise","CSTF2"
"2712","turquoise","CTAG2"
"2715","turquoise","CTBP1"
"2718","turquoise","CTBS"
"2719","turquoise","CTC1"
"2722","turquoise","CTDP1"
"2724","turquoise","CTDSP2"
"2728","turquoise","CTHRC1"
"2729","turquoise","CTIF"
"2733","turquoise","CTNNA3"
"2737","turquoise","CTNS"
"2744","turquoise","CTSA"
"2746","turquoise","CTSC"
"2747","turquoise","CTSD"
"2750","turquoise","CTSH"
"2751","turquoise","CTSK"
"2753","turquoise","CTSL2"
"2754","turquoise","CTSO"
"2755","turquoise","CTSS"
"2757","turquoise","CTTN"
"2760","turquoise","CTU1"
"2764","turquoise","CUEDC2"
"2765","turquoise","CUL1"
"2770","turquoise","CUL7"
"2771","turquoise","CUTA"
"2780","turquoise","CWH43"
"2781","turquoise","CX3CL1"
"2785","turquoise","CXCL11"
"2788","turquoise","CXCL17"
"2794","turquoise","CXCR5"
"2802","turquoise","CXHXorf57"
"2803","turquoise","CXHXorf64"
"2804","turquoise","CXorf1"
"2808","turquoise","CXorf40A"
"2809","turquoise","CXXC1"
"2811","turquoise","CYB561"
"2813","turquoise","CYB5A"
"2814","turquoise","CYB5B"
"2815","turquoise","CYB5D1"
"2817","turquoise","CYB5R1"
"2821","turquoise","CYBASC3"
"2822","turquoise","CYBB"
"2824","turquoise","CYC1"
"2826","turquoise","CYFIP2"
"2827","turquoise","CYGB"
"2828","turquoise","CYHR1"
"2841","turquoise","CYP2A24"
"2844","turquoise","CYP2C18"
"2846","turquoise","CYP2C9"
"2850","turquoise","CYP2R1"
"2854","turquoise","CYP4F12"
"2859","turquoise","CYP4V2"
"2861","turquoise","CYS1"
"2864","turquoise","CYSTM1"
"2865","turquoise","CYTH1"
